transX,transY,transZ,rotX,rotY,rotZ,rotW
0.0,0.0,0.0,0.0032784101671735457,-0.0007593694290117398,7.57404579611195e-05,0.9999943348080673
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.0,0.0,0.0,0.0032787603756939667,-0.0007720175775359721,6.762855105089931e-05,0.9999943245567137
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.0,0.0,0.0,0.0032876766986050386,-0.0007603358424570158,7.156393410700409e-05,0.9999943039587452
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.0,0.0,0.0,0.003304072431760659,-0.0007524148558347408,8.01744000400035e-05,0.999994255258157
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.0,0.0,0.0,0.003304294378457914,-0.0007620602947826021,7.892537044234461e-05,0.9999942473202301
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.0,0.0,0.0,0.0033038993413914124,-0.0007556345934341715,7.582440863726984e-05,0.9999942537415714
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.0,0.0,0.0,0.0033150244900897554,-0.0007607749975985774,7.550865476216355e-05,0.9999942130494937
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.0006505993220426008,5.143197184462313e-07,1.5019461253882438e-06,0.0033125827575640654,-0.0017431532323410768,0.0013098321335081712,0.9999921362451132
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.006041637929984561,4.7161276114221044e-05,2.5196057775701182e-05,0.003321332589538324,-0.0015539565192211307,0.009738885329437005,0.9999458525747812
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.012592055182503718,0.0002550130400438897,5.070153977562414e-05,0.003440003434923031,-0.003367135567048334,0.021171160972473475,0.9997642775762287
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.023387405348336814,0.0008418762129637167,0.00011473819388092874,0.0030253808507045648,-0.002374175434608376,0.029469278174091073,0.9995582884482586
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.03841889680688258,0.0018327318344250867,0.0002038105290121876,0.0030988362239432366,-0.002797186925913468,0.036631735762258824,0.9993201133242554
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.04600387810312792,0.002416914656271513,0.0002455145532175654,0.0033608468578786486,-0.0023759555003284322,0.03966601711188892,0.9992045169185024
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.05341255697769946,0.0030376060986464655,0.0002785935704047262,0.0032932665658820027,-0.002002782098255372,0.043539025444753375,0.9990442915719573
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.07080390376395136,0.00472361641403861,0.0003627120443485838,0.003512246098659683,-0.0016753361290047105,0.05277916332195415,0.9985986267240866
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.07863582581084871,0.005595929604056672,0.0004016124164975227,0.004049863185177126,-0.0024612908278714113,0.05814549388055762,0.9982968707739337
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.08910635770692431,0.0068716769512616885,0.0004505872979916861,0.0041453078856384445,-0.0018038451895636947,0.06228632775654061,0.9980480829798082
0.012765523602987838,-0.0018575886704669965,-6.776263578034403e-21,-0.0033695003298421194,0.0008413486741651739,8.855333731904736e-05,0.9999939653609127
0.09827699576519584,0.008061171999975702,0.0004900294135134569,0.004111796183462372,-0.0019851169353589165,0.0664136363022998,0.9977817303178108
